title,author,affiliation,author idx
A short solution to the many-player silent duel with arbitrary consolation prize,J.V. Howard,"London School of Economics, Houghton Street, London WC2A 2AE, UK",2
Modeling time-dependent randomness in stochastic dual dynamic programming,Nils Löhndorf,"Luxembourg Centre for Logistics and Supply Chain Management, University of Luxembourg, L-1511, Luxembourg",1
Modeling time-dependent randomness in stochastic dual dynamic programming,Alexander Shapiro,"School of Industrial and Systems Engineering,Georgia Institute of Technology Atlanta, GA 30332-0205, USA",2
From problem structuring to optimization: A multi-methodological framework to assist the planning of medical training,Teresa Cardoso-Grilo,"Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal",1
From problem structuring to optimization: A multi-methodological framework to assist the planning of medical training,Marta Monteiro,"Centre for Management Studies of Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal",2
From problem structuring to optimization: A multi-methodological framework to assist the planning of medical training,Mónica Duarte Oliveira,"Centre for Management Studies of Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal",3
From problem structuring to optimization: A multi-methodological framework to assist the planning of medical training,Mário Amorim-Lopes,"Faculdade de Engenharia da Universidade do Porto, INESC-TEC Porto, Porto, Portugal",4
From problem structuring to optimization: A multi-methodological framework to assist the planning of medical training,Ana Barbosa-Póvoa,"Centre for Management Studies of Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal",5
A stochastic programming model for a tactical solid waste management problem,Claudio Gambella,"DEI “Guglielmo Marconi”, University of Bologna, Viale del Risorgimento, 2, Bologna 40136, Italy",1
A stochastic programming model for a tactical solid waste management problem,Francesca Maggioni,"Department of Management, Economics and Quantitative Methods, University of Bergamo, Via dei Caniana 2, Bergamo 24127, Italy",2
A stochastic programming model for a tactical solid waste management problem,Daniele Vigo,"DEI “Guglielmo Marconi”, University of Bologna, Viale del Risorgimento, 2, Bologna 40136, Italy",3
Optimal price decisions for joint ventures between port operators and shipping lines under the congestion effect,Xinchang Wang,"Department of Marketing, Quantitative Analysis, and Business Law, Mississippi State University, MS 39762, USA",1
Optimal price decisions for joint ventures between port operators and shipping lines under the congestion effect,Qiang Meng,"Department of Civil and Environmental Engineering, National University of Singapore, 117576, Singapore",2
Black–Litterman model for continuous distributions,Andrzej Palczewski,"Faculty of Mathematics, University of Warsaw, Poland",1
Black–Litterman model for continuous distributions,Jan Palczewski,"School of Mathematics, University of Leeds, Leeds LS2 9JT, UK",2
On outcome uncertainty and scoring rates in sport: The case of international rugby union,Phil Scarf,"Centre for Sports Business, Salford Business School, University of Salford, Salford M5 4WT, UK",1
On outcome uncertainty and scoring rates in sport: The case of international rugby union,Rishikesh Parma,"Department of Applied Mathematics, Indian Institute of Technology (ISM), Dhanbad 826004, India",2
On outcome uncertainty and scoring rates in sport: The case of international rugby union,Ian McHale,"Centre for Sports Business, University of Liverpool Management School, L69 7ZH, UK",3
Shared Capacity Routing Problem − An omni-channel retail study,Joydeep Paul,"Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062PA Rotterdam, The Netherlands",1
Shared Capacity Routing Problem − An omni-channel retail study,Niels Agatz,"Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062PA Rotterdam, The Netherlands",2
Shared Capacity Routing Problem − An omni-channel retail study,Remy Spliet,"Econometric Institute, Erasmus University Rotterdam, Burgemeester Oudlaan 50, 3000DR Rotterdam, The Netherlands",3
Shared Capacity Routing Problem − An omni-channel retail study,René De Koster,"Rotterdam School of Management, Erasmus University, Burgemeester Oudlaan 50, 3062PA Rotterdam, The Netherlands",4
A distributionally robust optimization approach for surgery block allocation,Yu Wang,"College of Economics and Management, Shenyang Agricultural University, Shenyang 110866, PR China",1
A distributionally robust optimization approach for surgery block allocation,Yu Zhang,"School of Business Administration, Southwestern University of Finance and Economics, Chengdu 611130, PR China",2
A distributionally robust optimization approach for surgery block allocation,Jiafu Tang,"College of Management Science and Engineering, Dongbei University of Finance and Economics, Dalian, 116025, PR China",3
A linear programming model for selection of sparse high-dimensional multiperiod portfolios,Chi Seng Pun,"Division of Mathematical Sciences, School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore",1
A linear programming model for selection of sparse high-dimensional multiperiod portfolios,Hoi Ying Wong,"Department of Statistics, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong",2
The impact of model risk on dynamic portfolio selection under multi-period mean-standard-deviation criterion,Spiridon Penev,"School of Mathematics and Statistics, UNSW, Sydney, NSW 2052 Australia",1
The impact of model risk on dynamic portfolio selection under multi-period mean-standard-deviation criterion,Pavel V. Shevchenko,"Department of Applied Finance and Actuarial Studies, Macquarie University, Sydney, NSW 2109 Australia",2
The impact of model risk on dynamic portfolio selection under multi-period mean-standard-deviation criterion,Wei Wu,"School of Mathematics and Statistics, UNSW, Sydney, NSW 2052 Australia",3
A general framework for time-changed Markov processes and applications,Zhenyu Cui,"School of Business, Stevens Institute of Technology, Hoboken, NJ 07310, United States",1
A general framework for time-changed Markov processes and applications,J. Lars Kirkby,"School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, GA 30318, United States",2
A general framework for time-changed Markov processes and applications,Duy Nguyen,"Department of Mathematics, Marist College, 3399 North Road, Poughkeepsie, NY 12601, United States",3
Collaborative urban transportation: Recent advances in theory and practice,Catherine Cleophas,"Department Management Science, Lancaster University Management School, UK",1
Collaborative urban transportation: Recent advances in theory and practice,Caitlin Cottrill,"Centre for Transport Research, University of Aberdeen, UK",2
Collaborative urban transportation: Recent advances in theory and practice,Jan Fabian Ehmke,"Management Science Group, University of Magdeburg, Germany",3
Collaborative urban transportation: Recent advances in theory and practice,Kevin Tierney,"Decision and Operation Technologies Group, Bielefeld University, Germany",4
Trade-off balancing in scheduling for flow shop production and perioperative processes,Wei Li,"University of Kentucky, Lexington, Kentucky, USA",1
Trade-off balancing in scheduling for flow shop production and perioperative processes,Barrie R. Nault,"University of Calgary, Calgary, Alberta, Canada",2
Trade-off balancing in scheduling for flow shop production and perioperative processes,Honghan Ye,"University of Wisconsin, Madison, Wisconsin, USA",3
A mixed integer programming approach to the patient admission scheduling problem,Leonardo S.L. Bastos,"Department of Industrial Engineering, Pontifícia Universidade Católica do Rio de Janeiro, Rua Marquês de São Vicente, 225, Rio de Janeiro, RJ 22451-900, Brazil",1
A mixed integer programming approach to the patient admission scheduling problem,Janaina F. Marchesi,"Department of Industrial Engineering, Pontifícia Universidade Católica do Rio de Janeiro, Rua Marquês de São Vicente, 225, Rio de Janeiro, RJ 22451-900, Brazil",2
A mixed integer programming approach to the patient admission scheduling problem,Silvio Hamacher,"Department of Industrial Engineering, Pontifícia Universidade Católica do Rio de Janeiro, Rua Marquês de São Vicente, 225, Rio de Janeiro, RJ 22451-900, Brazil",3
A mixed integer programming approach to the patient admission scheduling problem,Julia L. Fleck,"Department of Industrial Engineering, Pontifícia Universidade Católica do Rio de Janeiro, Rua Marquês de São Vicente, 225, Rio de Janeiro, RJ 22451-900, Brazil",4
A tabu search procedure for the resource-constrained project scheduling problem with alternative subgraphs,Tom Servranckx,"Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent 9000, Belgium",1
A tabu search procedure for the resource-constrained project scheduling problem with alternative subgraphs,Mario Vanhoucke,"Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent 9000, Belgium",2
A cooperative approach to service booking and scheduling in cloud manufacturing,Jian Chen,"College of Economics and Management, Nanjing University of Aeronautics and Astronautics, 29 Jiangjun Avenue, Nanjing 211106, China",1
A cooperative approach to service booking and scheduling in cloud manufacturing,George Q. Huang,"HKU-ZIRI Lab for Physical Internet, Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Pokfulam Road, Hong Kong",2
A cooperative approach to service booking and scheduling in cloud manufacturing,Jun-Qiang Wang,"Performance Analysis Center of Production and Operations Systems (PacPos), Northwestern Polytechnical University, Xi'an 710072, China",3
A cooperative approach to service booking and scheduling in cloud manufacturing,Chen Yang,"HKU-ZIRI Lab for Physical Internet, Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Pokfulam Road, Hong Kong",4
